company,title,news,evaluation,year,month,day
COCA COLA,Al Ahlia Gulf Line Reduces Energy Consumption By 20%,"HIGHLIGHT: UAE-based Al Ahlia Gulf Line, a licensed bottler and distributor of The Coca-Cola Company brands in the UAE and Oman, has reduced its energy consumption by 20% following an upgrade of its water production line with Sidel's ECO Booster services. [...] Al Ahlia Gulf Lines' plan to lower its carbon footprint and energy consumption is in line with the ecological initiatives of the local government, according to Factory Manager Ravikanth Uppaluru (Packaging News). 'We are committed to produce in an environment-friendly manner, reduce our environmental impact and use resources efficiently,' Uppaluru added. ",neutral,2014,9,15
AT&T,Rogers AT&T rejects role of ecoterrorism in disruption,"A group of would-be ecoterrorists upset with the U.S. government's withdrawal from the Kyoto climate-change accord is claiming responsibility for playing havoc with Canada's largest cellular-telephone network over the weekend.  And though officials with Rogers AT&T said they appreciate the group's attempt to take the blame, they said the problems that left a large number of Canadians without cellphones on Saturday were Rogers' own. ""It's nice of these people to claim responsibility for the trouble our customers encountered, but the buck stops here,"" said Heather Armstrong, assistant vice-president of communications for Rogers AT&T Wireless. ""This problem was an internal processing error and we take full responsibility.""  The problems began around 3:30 Saturday afternoon when some of the company's 2.6 million cellphone users were prevented from making or receiving calls because of internal computer problems with the Rogers AT&T Wireless network.[…]  Yesterday, someone called The Globe and Mail claiming to be from a group called Students Defending Canadian Air and, with the voice digitized as a disguise, said the group was responsible for the shutdown. ""George Bush declared environmental war on Canada by withdrawing from Kyoto and promoting additional fossil-fuel use, especially coal,"" the electronic voice said. ""Its poison gases are coming into Canada in increasing amounts.  ""We will continue attacking American companies such as AT&T in order to fight back against the poisoning of our people,"" the voice added. ""We gave Rogers advanced notice. They chose not to warn their customers."" […]  Restoring the network took 12 hours because every component of the computer system need to be examined, Ms. Armstrong said. Rogers AT&T Wireless's network is set up so that problems can be anticipated and fixed before they affect the customer, but this particular one caught experts by surprise. […]",neutral,2001,8,6
CHEVRON,Gorgon LNG gets environmental approval; Western Australia imposes stringent conditions on CHEVRON-operated project,"The Western Australian state government gave its environmental approval for the proposed Gorgon LNG project on Barrow Island September 7 after Environment and Climate Change Minister David Templeman signed off on a set of stringent conditions for development. The approval was the second piece of good news for the multi-billion-dollar Gorgon project for the week, following Shell's announcement September 4 it had agreed to sell 1 million mt/year of its equity output to Chinese state-owned oil and gas major PetroChina (ON 9/5). The project still requires environmental approvals from the Australian federal government. […] CHEVRON said the Western Australian state conditions were some of the most stringent imposed on a major project anywhere in the world for Barrow Island, which is a nature reserve. Among the 36 state ministerial conditions are requirements that the joint venture establish a reservoir carbon dioxide injection system, as well as expert panels to protect the unique biodiversity of Barrow Island and the surrounding marine environment. CHEVRON previously had said it expected to spend a total of A$850 million ($704 million) on the Gorgon carbon sequestration project, which has the potential to reduce Australia's greenhouse gas emissions by up to 3 million mt/year. The Gorgon project is held 50% by CHEVRON and 25% each by Shell and ExxonMobil. CHEVRON's plans for the development, based on offshore gas reserves totaling more than 40 Tcf, currently envisage construction of a two-train liquefaction plant on Barrow Island to produce 10 million mt/year of LNG. […]",neutral,2007,9,10
CHEVRON,Three firms make record bid to explore offshore Nfld. for oil,"Three major petroleum companies have bid a record $672.7-million to explore for oil in the Orphan Basin in the Atlantic Ocean, forming a joint venture to drill deeply into offshore fields believed to contain huge reserves. The Canada-Newfoundland Offshore Petroleum Board said yesterday that the bidders captured eight exploration parcels, where the waters are 2,000 to 3,000 metres deep. New seismic surveys indicate enormous oil deposits could be buried another 2,000 to 5,000 metres beneath the ocean floor. CHEVRONTEXACO Corp. has a 50-per-cent stake in the venture, while Exxon Mobil Corp. and Imperial Oil Ltd. each hold 25 per cent. […] The Orphan Basin is located north of the relatively shallow waters of the Jeanne d'Arc Basin, home to the Hibernia and Terra Nova oil projects. A seismic study shows that there could be at least four pools of oil that may each be larger than the Hibernia field, which is listed as having held up to 884 million barrels of recoverable reserves. Another 11 oil deposits in the Orphan Basin also appear to be large, according to seismic data. ""On a cautionary note, this environment is challenging,"" said Paul Barnes, manager in Atlantic Canada for the Canadian Association of Petroleum Producers. ""There are environmental challenges that increase costs and also a heavy regulatory burden that the government is working to address."" […]",neutral,2003,12,19
INTERNATIONAL BUS.MCHS.,Small firms urged to use green technology,"Small and medium enterprises (SME) should invest more in green technology which, while more expensive, will translate to bigger savings and help the environment in the long run, information technology (IT) experts said yesterday. Small businesses can also save energy by optimizing the use of available hardware, experts at the Ayala ICT (information and communications technology) forum in Mandaluyong City said. Alex SL Tay, IBM Asia-Pacific regional manager of facilities and services, said the ""motivation [to go green] is the avoidance of some kind of pain."" For some companies, he added, being more efficient and cost-effective is a matter of survival.[…]",neutral,2008,8,28
CITIGROUP,"Front: Carbon bubble 'creates global economic risk': Economists fear massive losses on overvalued oil, coal and gas reserves","The world could be heading for a major economic crisis as stock markets inflate an investment bubble in fossil fuels to the tune of trillions of dollars, according to leading economists. […] The stark report is by Stern and Carbon Tracker, a thinktank supported by organisations including HSBC, Citi, Standard and Poor's and the International Energy Agency. The Bank of England has also recognised that a collapse in the value of oil, gas and coal assets as nations tackle global warming is a potential systemic risk to the economy, with London being particularly at risk owing to its huge listings of coal. […] The world's governments have agreed to restrict the global temperature rise to 2C, beyond which the impacts become severe and unpredictable. But Stern said the investors clearly did not believe action to curb climate change was going to be taken. ""They can't believe that and also believe that the markets are sensibly valued now."" […]",neutral,2013,4,19
CITIGROUP,"BHP seeks greener ways to mine; As carbon tax nears, it invests to develop cleaner processes; BUSINESS ASIA by Bloomberg","BHP Billiton, the world's largest mining company, said Monday that it would spend $300 million developing technology and projects to reduce its greenhouse gas emissions as governments widen moves to put a cost on carbon. [...] The risk to earnings from climate change comes from a cost being placed on carbon emissions or from physical weather effects, CITIGROUP said in a Nov. 30 report. The main earnings risk for BHP may come from its coal and petroleum product exports, the report added. [...]",neutral,2007,6,19
CITIGROUP,Vast central Queensland LNG project may go into mothballs,"THE multibillion-dollar liquefied natural gas scheme for central Queensland may be shelved because of plunging energy prices and stubbornly high capital costs, broker CITIGROUP said yesterday. A day after Santos lodged its draft environmental impact statement with the State Government, CITIGROUP said weak spot prices for LNG and the collapse of the Japanese economy ``make it increasingly difficult for buyers to agree in price and terms for greenfield volumes''. [...] ``The economics of approving expenditures for new projects have deteriorated to the point where risks have risen significantly enough that projects will be deferred until costs come down further or energy prices rise,'' CITIGROUP said. [...] CITIGROUP also said memories of the North-West Shelf partners' decision to accept contracts at low prices might prompt Santos and others to defer rather than sell. [...] CITIGROUP said long-term prices for LNG were sound.",neutral,2009,4,2
Exxon Mobil,U.S. concerned with Sakhalin shutdown,"The Bush administration is ""very concerned"" about the Russian government's decision to revoke Shell's environmental permit for the Sakhalin 2 oil and gas project, the State Department said Friday. ""While we're not aware of any similar actions taken against EXXONMobil or other U.S. companies involved [in Russia], we do believe that the actions that have been taken against Shell are concerning,"" department spokesman Tom Casey told reporters. ""And we call on Russia to uphold the commitments on energy, including its commitment on upholding contracts that they made at the St. Petersburg summit."" [...]",neutral,2006,9,25
PFIZER,PFIZER Says It Donated to Group That Paid for Two Pataki Trips,"Another large New York-based corporation with significant interests in Albany said yesterday that it had contributed to a nonprofit trade group that paid for two trips by Gov. George E. Pataki to Hungary. The corporation, PFIZER, the pharmaceuticals conglomerate, said it had given $5,000 to the group, the Hungarian-American Chamber of Commerce of New York and New Jersey, shortly before the Governor's first trip in 1995. ""We did make a contribution back then to the trip,"" said Bob Fauteux, a spokesman for PFIZER. ""We were happy to support the Governor in his outreach to Hungary.""  PFIZER, which owns factories in New York and is closely regulated by state environmental officials, is the fourth corporation to disclose its involvement with the chamber and trips. The others are another drug company, Bristol-Myers Squibb; Philip Morris, the cigarette maker, and Pepsico. All four companies were also big donors to the private corporation that Mr. Pataki set up to pay for his 1995 inaugural.[…]",neutral,1999,10,12
CITIGROUP,Japan players targeting eco-friendly role on world stage,"Japan players targeting eco-friendly role on world stage  Japanese electronics makers are positioning themselves to prosper in the coming era of LED lighting. Given tough overseas competitors, however, and the fact LEDs are not regularly replaced like incandescent lamps, their business model faces challenges.  [...] However, major foreign producers seem already well-primed for the LED battle, given that they have had to satisfy environment-minded Western consumers and compete with start-ups, according to Kota Ezawa, an analyst at Nikko CITIGROUP Ltd. Philips has gained a large number of next-generation lighting technologies through corporate acquisitions. The electronics giant now plans to fully enter the Japanese lighting market in a tie-up with a Yamagiwa Corp. group firm[...]",neutral,2009,4,20
PFIZER,The hardest working pill on the market; Viagra can do much more than just save your sex life,"[…] Now, there seems to be another good reason to appreciate them -- they may help to save some of the planet's endangered animal species. Evidence is mounting that men who used to rely on concoctions such as tiger penis soup and powdered rhinoceros horn are finding the convenient and fast-acting pills a good alternative. One landmark study, done in 2004 by Australian researchers led by William von Hippel, involved 256 Chinese men, aged 50 to 76 years. All were receiving treatment at a traditional Chinese medicine clinic in Hong Kong. The scientists found these consumers reported selectively switching to Western medicines to treat erectile dysfunction or ED, but not to treat other health ailments, such as gout and arthritis. And, while they acknowledge it is hard to get data on the trade of contraband animal parts, they found the price of the male genitalia of Canadian seals remained low in 2001 and 2002, despite improved markets for pelts and oil from these animals. They conclude that ""this depressed trade in seal penises, in combination with our survey of traditional Chinese medicine consumers, indicates that Viagra [which was introduced in 1998] and other new erectile dysfunction drugs may be having a conservation benefit, at least with regard to certain animal species."" Critics, including Craig Hoover of the World Wildlife Fund, have challenged von Hippel's interpretation of the data, noting other factors -- such as ice conditions and the ending of Canadian government subsidies on seal meat -- may have affected the seal harvest, which is primarily about pelts and not penises anyway. Still, if even some habitual users of endangered species' organs switch to a pill, it's a step in the right direction.[…] Many thoughtful analysts feel Asian men who have been steeped in this tradition will not be interested in taking a pill that, according to its manufacturer PFIZER Inc., ""enhances the effect of nitric oxide by inhibiting phosphodiesterase type 5, which is responsible for degradation of cGMP in the corpus cavernosum."" In fact, there may be even some movement from Viagra to herbal measures. A Calgary-based talk radio station has been running ads for a herbal preparation for erectile dysfunction. The company even has a 1-800 number for a free sample by mail. Cost may also be a consideration, since sometimes, herbal preparations are cheaper than prescription drugs.[…] As Viagra passes its 10th anniversary of commercial availability, work is ongoing to make it even better. PFIZER has patented a water soluble form of the drug that could be put into a fast-acting nasal spray. Comedy sketch writers will probably have a field day describing guys falling out of bed while groping for their inhalers.[…]",neutral,2008,8,28
CITIGROUP,"Natural gas's green image could be hot air, say scientists; Natural gas has been touted as a vital stepping stone in the transition away from petroleum, but a new study suggests that without clear policy gas could divert investment in renewables.","Natural gas may not be of much use as a ""bridge"" fuel en route to achieving significant cuts in greenhouse-gas emissions unless its use is accompanied by rigorous policies aimed at curbing emissions - policies that some analysts say should be designed to harness gas as an ally of renewable-energy sources, rather that as a competitor. […] Another approach, suggested by analysts at Citi Research, a division of Citigroup Global Markets Inc., would relegate gas to a supporting role [for] to renewables. Under that model, gas-fired power plants would provide the additional electricity needed to meet demand only during times when wind or solar sources are least productive. […]",neutral,2014,10,15
CHEVRON,"Push behind IGCC technology strengthens, with 2,900 MW of projects under study","The combination of high natural gas prices and mounting concerns over coal emissions is putting integrated gasification combined-cycle power generating units on the map, all the more so as General Electric is getting behind the technology. Currently, there are only four coal-fueled IGCC facilities operating around the world, with just over 1,000 MW of capacity in aggregate, that were brought on stream between 1994 and 1997. Now, following the two-year run-up in natural gas prices in North America, at least five new IGCC facilities with a projected total capacity of roughly 2,900 MW are under study. In recent months, IGCC advocates in academia have surfaced, arguing on behalf of the technologies' relative environmental cleanliness. Financial analysts have run the numbers and argued that as long as natural gas prices remain above $4.50 to $5.00 mmBtu, the economics of IGCC look favorable. Companies have, as well, been tapping the willingness of the U.S. government's Dept. of Energy to provide seed money for clean coal projects. […] Last spring, GE Energy, a division of General Electric Co., launched its purchase of CHEVRONTEXACO's gasification technology business. […] With its acquisition, GE joined ConocoPhillips, Royal Dutch/Shell and Krupp Uhde as active IGCC technology vendors. GE said the acquisition would enable it to ""create an even broader portfolio of products and services for energy and industrial applications worldwide,"" though John Rice, CEO of GE Energy, conceded that full commercialization may still be a year or two away. […]",neutral,2004,11,25
CHEVRON,IN BRIEF,"[...] $50b gas project The West Australian Government has given final environmental approval to the nation's biggest resource project. Environment Minister Donna Faragher announced yesterday the latest step in the process towards development of the expanded $50 billion CHEVRON-led Gorgon liquefied natural gas project on Barrow Island. Ms Faragher said final approval for the project was granted with ""strong, new environmental conditions to provide higher levels of protection for regionally significant coral reefs and flatback marine turtles"". The project's environmental approval process is now in the hands of federal Environment, Heritage and Arts Minister Peter Garrett, who visited Barrow Island last week.[...] . Barton robbery Police are searching for two robbers who mugged a man in Barton, grabbed his neck before stealing his backpack. The 21-year-old victim was walking along Brisbane Avenue on Sunday evening near Young Street when he was attacked. The victim reported the incident to the nearby AFP college. [...]",neutral,2009,8,11
CHEVRON,CAPE CRUSADERS," The Cape York Heads of Agreement signed between local Aboriginal groups and pastoralists early this year was hailed as the way ahead for land rights negotiations. But controversy remains about the role of government, especially that of the Borbidge Coalition. […] During the past few months, a group including Pearson's Cape York Land Council, the Alcan aluminium company, Korean proponents of a space base, pastoralists and a clutch of environmental groups have settled on an agreement for the development of Queensland's northern peninsula. The agreement is intended to build on the widely publicised Cape York Heads of Agreement which was pushed as a model for negotiated settlement of native title rights between pastoralists and local Aborigines.  […]Peak environmental groups were dealt into the agreement with the promise that the entire Cape region would be assessed for World Heritage values.[…] Key aspects of the latest agreement include brokering support for the return of some Aboriginal land, upgrading pastoral leaseholder tenure, finding an acceptable site for the much-touted Cape York space base and facilitating the CHEVRON gas pipeline from Papua New Guinea.[…]Management of the diverse interests in the harsh Cape country always has been difficult. For decades, the history of such development has been marked by conflict among environmental concerns, the pastoral industry and traditional communities. […] According to Beattie, the agreement negotiated ""is the sort of model that can break through all the political nonsense"".""It allows jobs and protects the indigenous culture and the environment. It locks up certain areas, upgrades infrastructure, allows big development projects to proceed and improves the tenure for pastoralists. It's a win-win situation for everyone.""[…]",neutral,1997,12,5
CITIGROUP,Report says officials are shortsighted big spenders,"Government officials are guilty of wasting money on low-quality projects in order to improve their political records, according to a Xinhua commentary.[…]  Huang Yiping, China economist with CITIGROUP in Hong Kong, said the problems carried serious economic consequences and put pressure on an already fragile banking system.  He said local governments were often eager to impress the central leaders and had splashed out heavily to push up growth rates.  ""They seldom think about efficiency and are not willing to put money into projects that do not generate visible benefits, such as environmental protection and social security,"" he said.",neutral,2003,11,27
BANK OF AMERICA,"China and the US clean up on emissions; The scale of the two nations' agreement is breathtaking - but it serves their interests, too","Suddenly, a low-carbon world seems possible. Yesterday the United States and China - responsible for some 40 per cent of the world's carbon dioxide emissions, and long the world's greatest climate adversaries - agreed to clean them up, and far faster than expected. […] Where we, and Europe, do outpace the US is in the short term. Calculated from the same baseline, Britain is committed to reducing emissions by 24 per cent by 2020 and 42 per cent by 2025, compared with 17 and 26-28 per cent by the US. So, is it better or worse to take early action? Studies show that it is cheaper, but climate sceptics say that economic growth will make us richer in the future, when we would therefore be in a better position to bear the costs. But the sums aren't outrageous. A report by representatives of the World Bank, the OECD, the Bank of England, the BANK OF AMERICA and other luminaries concluded last month that the cost by 2030 would be just 1.7 per cent of global consumption, equivalent to delaying a given level of prosperity by six months. Of course, some energy-intensive industries could suffer disproportionately, but the cost of carbon in Britain is about the middle of the global range.[…]",neutral,2014,11,13
Exxon Mobil,Petrodollars,"Poland may claim its newly-presented draft hydrocarbon tax regime makes it one of the most attractive places to explore for shale gas in the world, but the country is still reeling from a huge loss of confidence in the sector after a major reserves downgrade and the exit of ExxonMobil. [...] ""We did not observe a basic commercial level of hydrocarbons flow in our two wells in the Lublin and Podlasie basins,"" Adam Kopysc, a spokesman for ExxonMobil Exploration and Production Poland, said of its decision to leave Poland. [...] Another obstacle to a large-scale gas producing business is the fact that the ownership structure of property in Poland is different from the US: explorers do not own the land and have to pay royalties. There are also other environmental factors--the availability of water could be a concern given that hydraulic fracturing requires large volumes of water. [...]",neutral,2012,10,29
INTERNATIONAL BUS.MCHS.,"Lenovo to reduce GHG, recycle computers","Lenovo Group Ltd. is taking steps to reduce its greenhouse gas emissions and has implemented a free consumer electronics recycling program.  The computer maker joined the The Climate Group, a nonprofit organization that helps businesses switch to a low-carbon economy. As part of its membership, Lenovo unveiled a program to reward consumers for recycling old devices and offers them incentives to power their new computers with renewable energy.[…] Separately, the company is working with ECO International, a Vestal, N.Y.-based asset management and electronics recycling company, to offer consumers and small businesses free recycling of Lenovo and IBM products.",neutral,2008,9,29
BANK OF AMERICA,"For Urban Wastelands, Tomatoes and Other Life","On an industrial strip in Buffalo, where just over a year ago the remains of a steel mill sagged on an oil-soaked lot, bumblebees now dance among the yellow blossoms of 170,000 tomato plants growing in artificial soil in a computer-controlled greenhouse. This month, 125 workers will start picking what the greenhouse company says will be at least seven million pounds of vine-ripened tomatoes each year.[…] Adding momentum to the shift, many private environmental groups that once aggressively fought to have all contaminated parcels cleaned to a single high standard now are supporting state and Federal efforts to set different standards of cleanliness depending on the eventual use of each site. In other words, dirt under a new parking lot need not be as clean as dirt in a new playground. The technology of cleaning spills and other contamination has also improved, lowering costs.""There was a time when many people saw a leaking underground tank as a half-million-dollar issue,"" said Randy Muller, vice president of environmental services at the BANK OF AMERICA, in Chicago. ""We see that as a $35,000 issue.""The condition of abandoned industrial sites still varies tremendously from state to state and city to city. Some spots with severe liabilities will never find a market. And even in places where sites are being restored, mainly the most valuable ones -- ""the low-hanging fruit,"" in the words of one Federal environmental official -- have been rehabilitated so far.[…]",neutral,1998,3,3
CITIGROUP,Miners to bear cost of climate toll,"RESOURCE companies, along with transporter Toll and insurers such as QBE, are expected to be among those Australian companies hardest hit by the effects of climate change, according to a study by investment bank CITIGROUP. The bank this week will release what it hails as the first major study into the expected effect of global warming on the top-100 companies listed on the Australian Securities Exchange.[…] The CITIGROUP report will coincide with an expected announcement from the federal Government, which this week will table the details of its business-aligned task force into a carbon trading system.[…] CITIGROUP director of global strategy Bruce Rolph said investors were beginning to exert pressure on asset managers to assess the effect of global warming on their share portfolios. […] The CITIGROUP study also found parts of the health sector could benefit from climate change because of a forecast jump in tropical diseases. […]",neutral,2006,12,11
CITIGROUP,Chile's Guacolda shortlists banks to fund $300 mil project financing,"Chile's Electrica Guacolda SA shortlisted three bank groups to provide $300 million in project financing backing the $400 million construction of two plants and the expansion of existing units. The bidders are CITIGROUP/BNP; Calyon; WestLB. Guacolda is to make a decision imminently. The winner would provide $300 million in project financing, but at this point, the composition of the tranches has yet to be defined, a source close to the deal told Platts. […] The two plants, Nueva Ventanas and Guacolda-III with total installed capacity of 450 MW are under going an environmental impact review process. […] Guacolda is based in Huasco, 700 kilometers north of Santiago. It comprises two coal-fired plants and was designed to use a wide range of coals. ",neutral,2006,9,14
CHEVRON,Sparks fly as Beattie warns on power play,"PREMIER Peter Beattie has warned that the creation of a deregulated national electricity market will hammer state budgets by slashing dividends to taxpayers from power companies. He has also foreshadowed a new approach to power industry policy to protect taxpayers from the impact of possible cuts in government income. It will include a stronger push for the use of gas for electricity generation and Government insistence that new power station proposals include private investment. Mr Beattie said yesterday that he was looking forward to reductions in power costs for consumers expected from the deregulation. […] The strategy would link with a plan under consideration to cut greenhouse gas emissions in the electricity industry by requiring retailers to source more of their supplies from gas generation. It involved further pursuit of gas supplies such as that which would come from the proposed CHEVRON Gas Pipeline from Papua New Guinea to Queensland. ""Gas-fired electricity has the potential to reduce greenhouse emissions of any new power stations by up to 60 percent,"" Mr Beattie said. […]",neutral,1999,12,24
INTERNATIONAL BUS.MCHS.,"Customers want evidence for green claims; Special report In association with Carbon Trust Green growth Genuine eco credentials help businesses to build a loyal customer base, says Andrew Stone","UK consumers are highly suspicious of corporate greenwash and British firms have an uphill battle convincing their customers that their efforts to be greener are genuine. Only 7pc of the public believe company claims to be acting on climate change, according to a survey carried out by the Carbon Trust. However, it's not all bad news for companies that are deciding to go green. The same study discovered that while consumers may be sceptical, they are not cynical. It found a growing urge from consumers for companies to improve their environmental records and to help them make greener choices when they shop. […] Companies such as the John Lewis Partnership (or John Lewis and Waitrose), which manage to align their environmental activities in a way that complements the brand and the products they sell will be the ones that succeed, says Peter Walshe, global director of BrandZ, a global brand equity study. Without this link there's a risk that environmental messages will get lost or that they will be dismissed as greenwash, says Mr Walshe. ""Just saying something is green is not enough, it needs to be meaningful for the consumer. The Co-op has upped the quality of its game in this respect and it's interesting to see what IBM is doing with its smarter planet agenda - that's beginning to resonate with people. ""Our research shows that taking action on climate change represents a 2pc sales increase or decrease for businesses to play for. As awareness rises of the considerable role of business emissions in climate change, I expect an imminent backlash against companies that do not perform or cannot prove their actions are measurable and authentic."" The companies that attract and keep the most customers will be the ones that demonstrate a long-term vision and commitment to sustainabiliry, while those that merely seek incremental change will lose out to the visionaries, says Mr Morrison.[…]",neutral,2011,3,31
CITIGROUP,BP Wind: Green and black,"BP's response to the Gulf of Mexico attracted much negative public attention, and its likely bill for clean-up costs left it looking financially vulnerable. But during this difficult period, when an independent BP looked in doubt, it still managed to close a pair of wind financings. As it moves to sell $30 billion in assets to pay the bill for the spill and rebuild its public image, its wind portfolio continues to grow. [...] While everyone from investors to rating agencies expressed concerns over the long-term viability of BP, project finance banks did not. Pricing on bank loans for both the Fowler Ridge (closed 20 8) and Goshen (closed May) plants was 275bp over Libor, in line with other wind deals that closed at the time. For example, a $496 million loan for phases two through five of Terra-Gen's 726MW Alta wind plant priced at 275bp over Libor in 7. Credit Agricole was administrative agent for the loan that complemented a $580.2 billion bond issuance arranged by Citi, Barclays Capital and Credit Suisse. The bond carried a 7% coupon. [...]",neutral,2010,10,1
PROCTER & GAMBLE,Tesco adopts revised carbon footprint label,"The Carbon Trust has revamped its controversial Carbon Reduction Label - dropping the arrow symbol in favour of a footprint. The new-look black and white label, displays the CO2 emissions of the product in grams and has already been adopted by Tesco, which this week started displaying the symbol on 20 products across orange juices, potatoes, light bulbs and washing detergents. Last year suppliers including PROCTER & GAMBLE criticised the old label, saying it was ""too complicated for consumers"". The Carbon Trust said it had revised the label to make it clearer.  ""Our aim is to establish the best possible form of communication that appeals to consumers and encourages them to factor carbon impact into their purchasing decisions,"" a spokeswoman said. Companies including Walkers and Innocent, which currently use the old label, would soon switch to the new label, she added.  Tesco's decision to adopt the scheme is a boost for the label because the retailer had considered launching its own rival scheme. Tesco shoppers will now be able to compare the carbon impact of similar Tesco products for the first time. The label for chilled orange juice, for example, states ambient orange juice has a footprint of 240g per 250ml serving compared with 360g per 250ml serving for chilled orange juice because less energy is required to transport and chill ambient juice. ",neutral,2008,5,3
PFIZER,IN BRIEFEnvironment,"Jacobs lands PFIZER oxidiser contract. PFIZER has awarded a subsidiary company of Jacobs Engineering Group a contract to design and build a thermal oxidiser unit that will collect and pretreat vent emissions from five production areas. Once the project is complete, PFIZER will comply fully with the UK's Solvent Emissions Directive and Pollution Prevention Control legislation. The project will be completed in early 2007. ACC makes call for security mandate. The American Chemistry Council (ACC) is calling for federal regulation mandating that chemical facilities adopt a strong national security standard. […]",neutral,2006,4,3
CITIGROUP,Pecem 1: Long-term coal,"MPX Energia and Energias de Portugal (EdP) closed the dollar- and reais-denominated long-term financing for their $1.36 billion Porto do Pecem project in Brazil on 10 7. The financing is the first for a coal project in Brazil, at least for a large one running on imported coal. The deal's terms are generous to the sponsors, but no longer reflect those available to Brazilian borrowers since the terms were locked in May 2008. [...] The sponsors moved quickly to hedge the foreign exchange and Libor risk associated with the equipment that would have to be paid for in dollars, by executing both interest rate (10-year) and foreign exchange (five-year) hedges through CITIGROUP. In February 2008, Citi was mandated as financial adviser, and also arranged and syndicated a bridge loan for the plant, which allowed the sponsors to make progress payments on their longer lead-time pieces of equipment. Participants in the $270 million bridge were Citi, Banco do Brasil, Banco Espirito Santo, Banco Comercial Portugues, ING, and West LB. [...]",neutral,2009,9,1
CHEVRON,A man with his foot on the gas,"The global energy big league is in reach of Woodside's chief executive but this week's share price slump will remind him the journey may be hard. Don Voelte says he has no plans to become the ""king of Woodside"", but for now he is overlord of a giant global energy realm and has plans for further territorial conquests. The chief executive and managing director of Woodside Petroleum, Australia's largest independent oil and gas producer, aims to make Woodside Australia's biggest liquefied natural gas producer. In doing so, he will vault Woodside into the top league, making it one of the world's top three publicly owned LNG companies. […] With vastly less greenhouse gas emissions than coal, Voelte argues it's a perfect ""transitional fuel"" between the waning of the coal age and the dawning of a clean future fuelled by hydrogen or some, yet to be discovered, energy technology. […] While Voelte accepts the very real threat of global warming and says he is concerned about it, he is also a pragmatist. Climate change may not benefit the planet but it is an opportunity for the gas industry - and Woodside. Australia, he says, has an opportunity to become one of the world's leading LNG producers as the world scrambles for more environmentally friendly fuels. […] In the meantime, Voelte is in the mood to spend and is holding one of Australia's fattest cheque books. He is unfazed by the prospect of spending $15 billion on projects that will take Woodside into the top bracket of international energy companies. He has already written a $333 million cheque for his company's share of the latest expansion of the North West Shelf LNG project in Western Australia, which Woodside operates on behalf of some of the world's biggest petroleum companies including Shell, BHP Billiton, BP, CHEVRON, Mitsubishi and Mitsui. […] If Voelte's plans to boost Woodside's LNG output are fulfilled, Woodside will rank behind only its partner, and 32 per cent shareholder, Shell in world LNG production terms and ahead of BP, CHEVRON, ExxonMobil and BHP Billiton.",neutral,2006,7,22
CITIGROUP,Heat on Aussie mining giants,"MINING giants Rio Tinto and BHP Billiton are among six Australian companies most at risk to the impact of climate change, a report says. Among the ASX top-100 listed companies, those involved in emissions-intensive industries are most at risk to climate change, says CITIGROUP research. […]",neutral,2006,12,12
COCA COLA,Industry voices fears over PAS 2050 carbon standard,"Concern is mounting over the implications for the packaging industry of a new carbon footprint standard that is due to be published next month. A number of senior industry sources have expressed doubts over Publicly Available Specification (PAS) 2050, a standard being developed by the British Standards Institute for Defra and the Carbon Trust that will measure the exact carbon footprint of any given product. [...]  PAS 2050 - Project led by the Carbon Trust, Defra and BSI; - Aims to create a standard method to measure and communicate the carbon footprint of any product; [...] - Brands including Danone Water UK, British Sugar, Walkers and Coca-Cola are reported to have tested the standard.   ",neutral,2008,9,19
CHEVRON,"Quality, safety come first","CHEVRON's integrated compliance management system requires staff to be multi-faceted, writes SUSAN TSANG. CHEVRON Chemical (Far East) Pte Ltd's commitment to quality, safety and the environment can be gauged by the fact that the chemical manufacturer brought on board quality assurance and compliance specialist Peter Tang in 1997. This was two years before their plant on Jurong Island started operating. […] As there is some overlap among all three, the quality, environment and safety systems are being put in place in parallel. ""It reduces the documentation requirements if you integrate,"" explains Mr Tang. It may save on documentation to implement everything in parallel, but it does increase the complexity of the process, and requires the staff to be quite multi-faceted. […] The ISO implementation was done almost completely in-house, so the cost was minimal. […] The extra effort is coming in handy now that CHEVRON is in the process of implementing the ISO 14000. However, there is still plenty of legwork to be done, as they study the impact their processes may have on the environment. […] CHEVRON expects to achieve ISO 14,000 certification sometime in 2001.",neutral,2000,4,18
CHEVRON,Utilities turn on the power / POWERING THE NATION - A special advertising report ," FOUR industries are combining to provide one trade show, UTILICON 2000. National Power, National Gas, National Water and Utility Direct will present their products, services and technology for the rapidly changing and converging electricity, gas, telecoms and water markets. […] This year's conference will concentrate on competition reform, the regulatory environment, regional reviews and the environmental challenges, as well as other issues of concern.[…] Speakers will include the manager gas strategy, TXU Trading, Andrew Brown, who will speak on the increasing diversity of supply in the gas industry; the project director, PNG Gas Project, CHEVRON Australia, Dr John Powell on opening the eastern gas market to increased competition; the executive director of the Australian Cogeneration Association, Ric Brazzale, on expanding the Australian gas market through cogeneration; the South Australian Minster for Primary Industry and Resources, Robert Kerin, on the outlook for the South Australian gas industry; and the Queenland Treasurer, David Hamill, on an update on the changing Queensland gas sector. According to AGL's annual report: ""The PNG-Queensland natural gas project is the largest single gas pipeline to land on the drawing boards in Australia. It will have a carrying capacity equivalent to the total volume of natural gas sold annually in NSW."" […]",neutral,2000,8,3
